화장실명,소재지도로명주소,비상벨설치여부,개방시간상세,male,female,lat,lon
양주2동 행정복지센터,"경기 양주시 고읍로 77 (만송동, 양주2동주민센터)",N,9시간,1,1,37.7960061,127.1058854
삼숭주민자치센터,"경기 양주시 삼숭로38번길 80 (삼숭동, 양주자이프라자)",N,9시간,1,0,37.7958752,127.1056658
나리근린공원,경기도 양주시 광사로 131-66 (광사동),Y,24시간,1,1,37.78540940000001,127.0812622
능호관이인상공원,경기도 양주시 옥정로8길 33 (옥정동),Y,24시간,1,1,37.8289164,127.0930014
옥정생태숲공원,경기도 양주시 새터로 92 (옥정동),Y,24시간,1,1,37.8308373,127.081366
독바위공원 3,경기도 양주시 옥정동 889,Y,24시간,1,0,37.8245338,127.0772376
선돌공원 1,경기도 양주시 옥정동 908,Y,24시간,1,1,37.8222318,127.0842177
신천생태하천E,은현면 용암리 552-9,Y,24시간,1,1,37.86315889999999,127.0457375
나누리근린공원,경기도 양주시 고읍남로 46 (광사동),Y,24시간,0,1,37.792269,127.0767121
맹골마을 공중화장실,경기도 양주시 남면 매곡리 253-3,Y,0:00 ~ 24:00,1,1,37.8913606,126.9578586
덕계도서관(7층),"경기도 양주시 평화로1475번길 39, 회천2동 행정복지센터 7층 (덕계동)",N,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),1,0,37.8216505,127.0467168
덕계도서관(8층),"경기도 양주시 평화로1475번길 39, 회천2동 행정복지센터 8층 (덕계동)",N,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),0,1,37.8216505,127.0467168
옥정호수도서관(1층),"경기도 양주시 옥정동로7길 110, 옥정호수도서관 1층 (옥정동)",Y,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),1,1,37.8226605,127.0949591
옥정호수도서관(2층),"경기도 양주시 옥정동로7길 110, 옥정호수도서관 2층 (옥정동)",Y,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),1,1,37.8226605,127.0949591
옥정호수도서관(3층),"경기도 양주시 옥정동로7길 110, 옥정호수도서관 3층 (옥정동)",Y,평일: 정시(09:00∼22:00) 주말: 정시(09:00~18:00),1,1,37.8226605,127.0949591
양주시청,"경기도 양주시 부흥로 1533, 양주시보건소,양주시의회,양주시청 (남방동)",Y,정시(09:00~18:00),1,2,37.7849259,127.0451234
양주시의회,"경기도 양주시 부흥로 1533, 양주시의회 (남방동)",Y,정시(09:00~18:00),1,1,37.7849259,127.0451234
양주시보건소,"경기도 양주시 부흥로 1533, 양주시보건소 (남방동)",N,정시(09:00~18:00),0,1,37.7855648,127.0466233
중랑천선형공원 공중화장실,경기도 양주시 중랑천동자전거길 3020 (마전동),Y,상시,1,1,37.774542,127.0483767
회천제7수변공원,경기도 양주시 덕계로7길 41-1 (덕계동),Y,24시간,1,1,37.8167433,127.051144
양주희망도서관(3층),"경기도 양주시 삼숭로38번길 78-47, 양주희망도서관 (삼숭동)",N,운영시간에만 개방,0,1,37.7957342,127.1072138
광적도서관 2층,"경기도 양주시 광적면 광적로42번길 5, 광적도서관",N,13시간,1,1,37.8231006,126.9828813
석우근린공원,경기도 양주시 광적면 광적로 95,Y,24시간,1,1,37.8270744,126.9796361
독바위공원 2,경기도 양주시 옥정동 889,Y,24시간,1,1,37.8245338,127.0772376
옥정중앙공원 2,경기도 양주시 옥정동 1039,Y,24시간,1,1,37.8243845,127.0975086
회천제4근린공원,"경기도 양주시 평화로1416번길 66-13, 덕계중학교 (덕계동)",Y,24시간,1,1,37.8164934,127.0500823
회천제5근린공원 화장실,경기도 양주시 회천중앙로 174 (덕계동),Y,24시간,1,1,37.8139478,127.0503645
이천시장애인종합복지관,경기도 이천시 신둔면 석동로 3,Y,09:00~18:00,2,2,37.3182902,127.4236901
대월체육시설,경기도 이천시 대월면 대산로 125,Y,09:00~18:00,1,1,37.2335023,127.4740528
이천시보건소,경기도 이천시 부악로 36,Y,09:00~18:00,4,4,37.2732025,127.4349525
이천시종합복지타운 화장실,경기도이천시남천로 31,N,09:00~18:00,6,4,37.2780432,127.4411605
마장도서관 화장실,경기도 이천시 마장면 마장로 11,N,08:00~23:00,4,4,37.2536353,127.3546334
시립도서관 화장실,"경기도 이천시 설봉로81번길 50, 이천시립도서관 (창전동)",N,08:00~23:00,1,1,37.2869883,127.4366483
증포송정작은도서관 화장실,경기도 이천시 아리역로 34 (증포동),N,10:00~20:00,1,1,37.2883601,127.4463311
청미도서관 화장실,경기도 이천시 장호원읍 서동대로8829번길 53-6,N,08:00~23:00,1,1,37.1170762,127.6152887
평생학습카페 작은도서관 화장실,"경기도 이천시 애련정로136번길 84, 평생학습북카페 (창전동)",N,10:00~20:00,1,1,37.2819916,127.4520614
효양도서관 화장실,"경기도 이천시 부발읍 경충대로2250번길 35, 이천시립효양도서관",N,08:00~23:00,4,4,37.2614434,127.4779283
모가면행정복지센터,경기도 이천시 모가면 진상미로 1295,N,09:00~18:00,1,1,37.1717597,127.4801933
모가다목적관 화장실,경기도 이천시 모가면 대월로 63번길 42,N,09:00~18:00,1,0,37.1711902,127.4826366
모가면복지회관,경기도 이천시 모가면 대월로 63번길 54,N,09:00~18:00,1,1,37.1714957,127.4820971
부발읍행정복지센터 화장실,경기도 이천시 부발읍 무촌로 121,N,09:00~18:00,1,1,37.2836003,127.4870224
신하자치센터 화장실,경기도 이천시 부발읍 경충대로2250번길 11,N,09:00~18:00,1,1,37.26310429999999,127.4777759
부발읍체육공원(C구장) 화장실,경기도 이천시 부발읍 무촌리 546,N,09:00~18:00,1,1,37.2881905,127.4957597
이천시차량등록사업소,"경기도 이천시 경충대로 2603, 이천시차량등록사무소 (중리동)",Y,09:00~18:00,2,2,37.2744609,127.4442368
사기막골 도예촌 시장번영회,경기도 이천시 경충대로2993번길 56 (사음동),N,00:00~00:00,1,1,37.2936459,127.4116775
사기막골 도자기시장 화장실,경기도 이천시 경충대로2993번길 47 (사음동),Y,00:00~00:00,1,1,37.2938747,127.4122339
바른병원,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",N,00:00~00:00,1,0,37.2737509,127.450286
사기막골 도예촌 시장번영회,경기도 이천시 경충대로2993번길 56 (사음동),N,00:00~00:00,1,1,37.2936459,127.4116775
서진충전소,"경기도 이천시 황무로 747, 서진충전소 (송정동)",N,06:00~23:00,1,0,37.3042664,127.4317976
서창산업(주) 이천(하)주유소,경기도 이천시 마장면 중부대로609번길 244-35,N,00:00~00:00,1,1,37.2646101,127.403844
서창산업(주)이천(하)휴게소,경기도 이천시 마장면 중부대로609번길 244-35,Y,00:00~00:00,1,1,37.2646101,127.403844
예스파크 화장실 1,경기도 이천시 신둔면 도자예술로61번길 30,Y,00:00~00:00,1,1,37.2923759,127.3857556
예스파크 화장실 2,경기도 이천시 신둔면 도자예술로 48,Y,00:00~00:00,1,1,37.2946672,127.3857918
예스파크 화장실 3,경기도 이천시 신둔면 도자예술로62번길 130,Y,00:00~00:00,1,1,37.29095969999999,127.3802069
예스파크 화장실 4,경기도 이천시 신둔면 도자예술로 105,Y,00:00~00:00,1,1,37.2900394,127.3841012
예스파크 화장실 5,경기도 이천시 신둔면 도자예술로62번길 113-77,Y,00:00~00:00,1,1,37.2918813,127.3822953
예스파크 화장실 6,경기도 이천시 신둔면 도자예술로5번길 9,Y,00:00~00:00,1,1,37.2948201,127.390565
이천아트홀,경기도 이천시 부악로40,Y,09:00~18:00,0,1,37.2716884,127.43436
이천시립박물관,경기도 이천시 경충대로 2697번길 172,Y,09:00~18:00,1,1,37.2747419,127.4272268
서희역사관,경기도 이천시 부발읍 무촌로18번길 130,Y,09:00~18:00,1,1,37.2749529,127.4825004
이천 무형문화재 전수교육관,경기도 이천시 경충대로2709번길 90(관고동),Y,09:00~18:00,1,1,37.2798891,127.4284309
민주화운동기념공원,경기도 이천시 모가면 공원로 30,Y,(평일)06:00-24:00+(주말)09:00-18:00,1,1,37.1746371,127.4424275
백사면 행정복지센터,"경기도 이천시 백사면 현방로 65, 백사면사무소",N,09:00~18:00,1,1,37.339073,127.4907585
관고전통시장 공중화장실,"경기도 이천시 중리천로 15, 관고1통마을회관(관고동)",Y,00:00~00:00,1,1,37.2806895,127.4399692
장호원 전통시장,경기도 이천시 장호원읍 서동대로8965번길 36,Y,00:00~00:00,1,1,37.1148591,127.6307554
중면사무소,경기도 연천군 중면 군중로 400,N,09:00~18:00,1,1,38.135727,127.0192522
전곡읍사무소 2층,경기도 연천군 전곡읍 은전로 45,N,09:00~18:00,1,1,38.0275947,127.0632063
전곡읍사무소 1층,경기도 연천군 전곡읍 은전로 45,N,09:00~18:00,1,1,38.0275947,127.0632063
군남면사무소 화장실,경기도 연천군 군남면 군남로 417,Y,24시개방,1,1,38.0850798,127.0188301
전곡우체국,경기도 연천군 전곡읍 전곡역로 69,N,09:00~12:00 13:00~18:00,1,1,38.0245548,127.0704728
통일평생교육원 1층,경기도 연천군 전곡읍 전곡역로66번길 53,N,09:00~18:00,1,1,38.0222236,127.0717172
연천도서관 2층,경기도 연천군 연천읍 차현로 76-7,Y,09:00~23:00,1,0,38.0982812,127.0768085
당포성 화장실,경기도 연천군 미산면 마동로38-58,N,9시간,1,1,38.0220101,126.9881003
호로고루 화장실,경기도 연천군 장남면 장남로 163번길 128,N,9시간,1,0,37.9874841,126.861415
연천파크골프장 화장실1,경기도 연천군 군남면 진상리 608,N,12시간,1,1,38.0549299,127.0201774
연천파크골프장 화장실2,경기도 연천군 군남면 진상리 610,N,12시간,1,1,38.0551214,127.0209916
선곡리 야구장 화장실,경기도 연천군 군남면 선곡리 688-2,N,12시간,1,1,38.099656,127.0181271
백학자연생태학습장,경기도 연천군 백학면 통구리 222번지,N,24시간,2,2,38.0261089,126.921924
고대산 공영주차장 화장실,경기도 연천군 신서면 대광리 142-10,N,24시간,1,1,38.21265229999999,127.1410602
(주)금강산 궁평지점,경기도 연천군 청산면?동서로?1883,N,09:00~18:00,1,1,38.02950269999999,127.1039695
신탄리,경기도 연천군 신서면 고대산길 4,N,상시,1,1,38.2129437,127.1396033
전곡근린공원,경기도 연천군 전곡읍 선사로458번길 39,Y,24시간,0,1,38.0283415,127.073538
은대근린공원,경기도 연천군 전곡읍 은전로 45,Y,24시간,1,1,38.0275947,127.0632063
연천군보건의료원,경기도 연천군 전곡읍 은대성로 95,N,24시간,3,0,38.023308,127.0606768
신서보건소,경기도 연천군 신서면 도대로 3번길 63,N,8시간,0,1,38.1840945,127.1066537
연천보건지소,경기도 연천군 연천읍 신망로15번길30,N,8시간,1,1,38.1350181,127.0771583
군남보건지소,경기도 연천군 군남면 군남로417,N,8시간,1,0,38.0850798,127.0188301
연천소방서,경기도 연천군 전곡읍 평화로 892,N,09:00~09:00,1,1,38.0484138,127.0688304
백학119안전센터,경기도 연천군 백학면 백학산단길 16,N,09:00~09:00,1,1,38.0174262,126.9140965
전곡재래시장,경기도 연천군 전곡읍전곡로 172번길 4-19,Y,15시간,1,1,38.0270442,127.0681058
선사유적지 미롱이,경기도 연천군 전곡읍 양연로 1510,Y,24시간,1,1,38.0125149,127.0605153
선사유적지 고롱이,경기도 연천군 전곡읍 양연로 1510,Y,24시간,1,1,38.0125149,127.0605153
경순왕릉,경기도 연천군 장남면 고랑포리,N,9시간,1,0,37.9861024,126.8284665
숭의전,경기도 연천군 숭의전로 422,N,9시간,1,0,38.0264509,126.9756808
구석기체험숲1,경기도 연천군 전곡읍 양연로1510,N,24시간,1,1,38.0125149,127.0605153
연천교육지원청,경기도 연천군 연천읍 연천로 356-1,N,09:00~18:00,1,0,38.1088137,127.0760883
백학면사무소1층,경기도 연천군 백학면 청정로 534,N,09:00~18:00,1,1,38.02971300000001,126.9173744
백학면사무소2층,경기도 연천군 백학면 청정로 534,Y,09:00~18:00,1,1,38.02971300000001,126.9173744
왕징주민자센터,경기도 연천군 왕징면 왕산로 44,Y,14시간,0,1,38.0584332,127.0126829
연천도서관 1층,경기도 연천군 연천읍 차현로 76-7,Y,09:00~23:00,0,1,38.0982812,127.0768085
중앙도서관 3층,경기도 연천군 전곡읍 전은길 9-26,N,09:00~23:00,1,1,38.0323559,127.0709016
중앙도서관 2층,경기도 연천군 전곡읍 전은길 9-26,N,09:00~23:00,1,1,38.0323559,127.0709016
중앙도서관 1층,경기도 연천군 전곡읍 전은길 9-26,N,09:00~23:00,1,1,38.0323559,127.0709016
연천세계캠핑체험존2,경기도 연천군 전곡읍 선사로 123,Y,09:00~18:00,1,1,38.0075112,127.0627894
연천세계캠핑체험존1,경기도 연천군 전곡읍 선사로 123,Y,상시(24시간),1,1,38.0075112,127.0627894
한탄강 유원지6,경기도 연천군 전곡읍 전곡리 689-5,Y,상시(24시간),1,1,38.0142234,127.0572618
한탄강 유원지4,경기도 연천군 전곡읍 전곡리 691,Y,상시(24시간),1,1,38.0135074,127.0559711
한탄강 유원지3,경기도 연천군 전곡읍 선사로 40,Y,상시(24시간),1,1,38.0115766,127.0562952
한탄강 유원지2,경기도 연천군 전곡읍 선사로 76,Y,상시(24시간),1,1,38.008822,127.0587453
한탄강 유원지2,경기도 연천군 전곡읍 전곡리 698-1,Y,상시(24시간),1,1,38.00730679999999,127.0610357
고대산야외,경기도 연천군 신서면 고대산길 72,Y,24시간,1,1,38.2134018,127.1458703
수레울아트홀2,경기도 연천군 연천읍 문화로 150,Y,09:00~18:00,1,1,38.1070984,127.0805524
수레울아트홀1,경기도 연천군 연천읍 문화로 150,Y,09:00~18:00,1,1,38.1070984,127.0805524
종합운동장야외,경기도 연천군 연처읍 문화로 150,Y,24시간,1,1,38.1070984,127.0805524
고랑포구역사공원,경기도 연천군 장남면 장남로 270,Y,09:00~18:00,1,1,37.9878255,126.8470019
동막리공중화장실,경기도 연천군 연천읍 샘곳길 105,Y,24시간,1,0,38.0870106,127.0858275
보건의료원 장례식장,경기도 연천군 전곡읍 은대성로 95,N,상시(24시간),1,1,38.023308,127.0606768
연천공영버스터미널,경기도 연천군 연천읍 연천역로 29,Y,상시(24시간),1,1,38.10154440000001,127.0785255
어린이교통랜드,경기도 연천군 전곡읍 선사로 14-71,Y,09:00~18:00,1,1,38.0154513,127.0584694
수레울 공중화장실,경기도 연천군 연천읍 차현로 96-1,Y,9시간,1,1,38.0997797,127.0769238
연천우체국,경기도 연천군 연천읍 연천로 280,N,09:00~18:00,1,1,38.1018785,127.075286
전곡우체국,경기도 연천군 전곡읍 전곡역로 69,N,09:00~18:00,1,1,38.0245548,127.0704728
연천군남우체국,경기도 연천군 군납면 군남로 406,N,09:00~18:00,1,1,38.0836556,127.0193245
신서면 주민자치센터 1층,경기도 연천군 신서면 연신로 1134-1,Y,09:00~18:00,0,1,38.1828247,127.1069317
신서면행정복지센터 1층,경기도 연천군 신서면 연신로 1130,Y,09:00~18:00,1,1,38.1828247,127.1069317
장남면사무소,경기도 연천군 장남면 장백로 244,N,09:00~18:00,1,0,37.9815835,126.884407
장남면주민자치센터(1층),경기도 연천군 장남면 장백로 244,N,00:00~24:00,1,1,37.9815835,126.884407
연천군청 신관 1층,경기도 연천군 연천읍 연천로 220,N,09:00~18:00,1,1,38.0964701,127.0750591
연천군청 본관 1층,경기도 연천군 연천읍 연천로 220,N,09:00~18:00,1,1,38.0964701,127.0750591
연천군청 별관,경기도 연천군 연천읍 연천로 220,N,09:00~18:00,1,1,38.0964701,127.0750591
연천 한국전력,경기도 연천군 전곡읍 전곡로 15,N,9시간,1,1,38.0155011,127.0712073
왕징면사무소,경기도 연천군 왕징면 왕산로 44,Y,9시간,0,1,38.0584332,127.0126829
청산면행정복지센터화장실,경기도 연천군 청산면 청신로71,N,09:00~18:00,1,1,37.9815867,127.0676645
미산면사무소,경기도 연천군 미산면 유노로110,N,09:00~18:00,1,1,38.0471772,126.9929911
재인폭포공원 입구,경기도 연천군 연천읍 고문리 57-3,Y,24시간,1,1,38.0685345,127.1341472
재인폭포공원 주차장,경기도 연천군 연천읍 고문리 60-2,N,24시간 (동절기 폐쇄),1,1,38.0685473,127.1343462
재인폭포공원(신나무숲)1,경기도 연천군 연천읍 부곡리 197,Y,24시간 (동절기 폐쇄),1,1,38.0769382,127.1415142
차탄교,경기도 연천군 연천읍 차탄리 107-16,N,24시간 (동절기 폐쇄),1,1,38.0846641,127.0715131
